NU_ANO_CENSO,NO_REGIAO_IES,CO_REGIAO_IES,NO_UF_IES,SG_UF_IES,CO_UF_IES,NO_MUNICIPIO_IES,CO_MUNICIPIO_IES,IN_CAPITAL_IES,NO_MESORREGIAO_IES,CO_MESORREGIAO_IES,NO_MICRORREGIAO_IES,CO_MICRORREGIAO_IES,TP_ORGANIZACAO_ACADEMICA,TP_CATEGORIA_ADMINISTRATIVA,NO_MANTENEDORA,CO_MANTENEDORA,CO_IES,NO_IES,SG_IES,DS_ENDERECO_IES,DS_NUMERO_ENDERECO_IES,DS_COMPLEMENTO_ENDERECO_IES,NO_BAIRRO_IES,NU_CEP_IES,QT_TEC_TOTAL,QT_TEC_FUNDAMENTAL_INCOMP_FEM,QT_TEC_FUNDAMENTAL_INCOMP_MASC,QT_TEC_FUNDAMENTAL_COMP_FEM,QT_TEC_FUNDAMENTAL_COMP_MASC,QT_TEC_MEDIO_FEM,QT_TEC_MEDIO_MASC,QT_TEC_SUPERIOR_FEM,QT_TEC_SUPERIOR_MASC,QT_TEC_ESPECIALIZACAO_FEM,QT_TEC_ESPECIALIZACAO_MASC,QT_TEC_MESTRADO_FEM,QT_TEC_MESTRADO_MASC,QT_TEC_DOUTORADO_FEM,QT_TEC_DOUTORADO_MASC,IN_ACESSO_PORTAL_CAPES,IN_ACESSO_OUTRAS_BASES,IN_ASSINA_OUTRA_BASE,IN_REPOSITORIO_INSTITUCIONAL,IN_BUSCA_INTEGRADA,IN_SERVICO_INTERNET,IN_PARTICIPA_REDE_SOCIAL,IN_CATALOGO_ONLINE,QT_PERIODICO_ELETRONICO,QT_LIVRO_ELETRONICO,QT_DOC_TOTAL,QT_DOC_EXE,QT_DOC_EX_FEMI,QT_DOC_EX_MASC,QT_DOC_EX_SEM_GRAD,QT_DOC_EX_GRAD,QT_DOC_EX_ESP,QT_DOC_EX_MEST,QT_DOC_EX_DOUT,QT_DOC_EX_INT,QT_DOC_EX_INT_DE,QT_DOC_EX_INT_SEM_DE,QT_DOC_EX_PARC,QT_DOC_EX_HOR,QT_DOC_EX_0_29,QT_DOC_EX_30_34,QT_DOC_EX_35_39,QT_DOC_EX_40_44,QT_DOC_EX_45_49,QT_DOC_EX_50_54,QT_DOC_EX_55_59,QT_DOC_EX_60_MAIS,QT_DOC_EX_BRANCA,QT_DOC_EX_PRETA,QT_DOC_EX_PARDA,QT_DOC_EX_AMARELA,QT_DOC_EX_INDIGENA,QT_DOC_EX_COR_ND,QT_DOC_EX_BRA,QT_DOC_EX_EST,QT_DOC_EX_COM_DEFICIENCIA
2010,Sudeste,3,São Paulo,SP,35,Taubaté,3554102,0,Vale do Paraíba Paulista,13,São José dos Campos,50,3,5,ASSOCIAÇÃO DE ENSINO SÃO JOSÉ DOS CAMPOS,851,1276,INSTITUTO TAUBATÉ DE ENSINO SUPERIOR,I.T.E.S.,Rua Bahia,44,,Jardim dos Estados,12062100,11,0,0,0,1,2,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,9,15,0,0,16,7,1,5,0,5,12,7,1,5,1,6,5,2,2,2,17,0,1,0,0,0,24,0,0
2010,Sudeste,3,São Paulo,SP,35,Espírito Santo do Pinhal,3515186,0,Campinas,7,São João da Boa Vista,30,2,5,FUNDAÇÃO PINHALENSE DE ENSINO,179,1230,CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL,UNIPINHAL,Avenida Hélio Vergueiro Leite,s/n,,Jardim Universitário,13990000,103,2,14,2,2,8,9,12,18,12,18,0,2,0,4,0,0,0,0,0,0,0,0,0,0,341,254,116,138,0,35,62,102,55,7,0,7,78,169,28,42,45,53,24,24,19,19,210,2,1,4,0,19,252,2,1
2010,Nordeste,2,Bahia,BA,29,Salvador,2927408,1,Metropolitana de Salvador,5,Salvador,21,3,4,SOCIEDADE CULTURAL E EDUCACIONAL DA BAHIA LTDA.,310,1524,FACULDADES INTEGRADAS OLGA METTIG,FAMETTIG,Rua da Mangueira,32,,Nazaré,40040400,61,0,2,5,11,13,10,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,41,25,16,0,2,25,12,2,0,0,0,4,37,1,1,5,4,5,7,5,13,17,1,14,0,0,8,40,1,0
2010,Sudeste,3,São Paulo,SP,35,Andradina,3502101,0,Araçatuba,3,Andradina,16,3,4,SOCIEDADE CULTURAL DE ANDRADINA  LTDA.,83,109,FACULDADES INTEGRADAS RUI BARBOSA,FIRB,Rua Rodrigues Alves,756,,Centro,16900900,11,1,1,0,0,1,1,4,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,38,37,18,19,0,0,21,12,4,3,0,3,23,11,2,7,6,3,4,4,5,6,34,1,1,0,0,0,37,0,0
2010,Nordeste,2,Pernambuco,PE,26,Afogados da Ingazeira,2600104,0,Sertão Pernambucano,1,Pajeú,3,3,3,AUTARQUIA EDUCACIONAL DE AFOGADOS DA INGAZEIRA,709,1012,FACULDADE DE FORMAÇÃO DE PROFESSORES DE AFOGADOS DA INGAZEIRA,FAFOPAI,Rua Doutor Osvaldo Gouveia,S/N,,CENTRO,56800000,18,1,2,5,2,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,24,9,0,0,25,8,0,0,0,0,33,0,3,5,4,2,2,5,8,4,26,1,6,0,0,0,33,0,0
2010,Sudeste,3,Rio de Janeiro,RJ,33,Rio de Janeiro,3304557,1,Metropolitana do Rio de Janeiro,6,Rio de Janeiro,18,3,5,INSTITUTO PRESBITERIANO MACKENZIE,22,195,FACULDADE MORAES JÚNIOR - MACKENZIE RIO,FMJ - MACKENZIE RIO,Rua Buenos Aires,283,,Centro,20061003,79,0,2,0,10,14,27,18,5,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,88,84,33,51,0,0,15,55,14,18,0,18,25,41,2,9,11,15,13,12,6,16,59,2,15,1,1,2,82,2,0
2010,Sudeste,3,Espírito Santo,ES,32,Viana,3205101,0,Central Espírito-santense,3,Vitória,9,3,5,SOCIEDADE EDUCACIONAL DE VIANA,609,874,FACULDADE DE ESTUDOS SOCIAIS APLICADOS DE VIANA,FESAV,Km 11 Rodovia Br 101,s/n,Lar Esc Genoveva Mac,Universal,29135000,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,16,5,11,0,1,10,5,0,6,5,1,5,5,0,1,2,6,3,2,0,2,10,3,3,0,0,0,16,0,0
2010,Nordeste,2,Sergipe,SE,28,Aracaju,2800308,1,Leste Sergipano,3,Aracaju,11,3,4,SOCIEDADE EDUCACIONAL CULTURAL SERGIPE DEL REY S/S LTDA.,759,1090,FACULDADE SÃO LUÍS DE FRANÇA,FSLF,Rua Laranjeiras,1.838,,Getúlio Vargas,49055380,32,1,0,1,2,1,7,2,0,14,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,26,15,11,0,0,4,14,8,14,12,2,12,0,0,2,5,5,2,4,5,3,13,1,10,0,1,0,26,0,0
2010,Nordeste,2,Ceará,CE,23,Aracati,2301109,0,Jaguaribe,5,Litoral de Aracati,22,3,4,UNIÃO DE EDUCAÇÃO E CULTURA VALE DO JAGUARIBE LTDA.,901,1350,FACULDADE DO VALE DO JAGUARIBE,FVJ,Coronel Alexandrino,563,,Centro,62800000,69,0,0,2,4,13,5,8,14,11,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,213,143,79,64,0,0,64,58,21,60,3,57,83,0,26,23,24,24,18,16,7,5,14,1,28,0,0,99,142,1,1
2010,Sudeste,3,Rio de Janeiro,RJ,33,Rio de Janeiro,3304557,1,Metropolitana do Rio de Janeiro,6,Rio de Janeiro,18,1,2,FUNDAÇÃO UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,379,547,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,Rua São Francisco Xavier,524,CAMPUS UERJ,MARACANÃ,20559900,3996,37,86,174,252,598,661,860,507,382,154,159,60,37,29,1,1,0,0,0,0,0,0,0,0,3052,2899,1363,1536,0,734,83,539,1543,1624,0,1624,421,854,304,267,260,304,468,408,400,488,238,6,24,3,0,66,2888,11,3
2010,Sudeste,3,Minas Gerais,MG,31,Itabira,3131703,0,Metropolitana de Belo Horizonte,7,Itabira,31,3,5,FUNDAÇÃO COMUNITÁRIA DE ENSINO SUPERIOR DE ITABIRA,779,544,FACULDADE DE CIÊNCIAS HUMANAS DE ITABIRA,FACHI,RUA VENÂNCIO AUGUSTO GOMES,50,,MAJOR LAGE DE CIMA,35900972,132,3,4,7,10,33,20,29,10,8,2,3,3,0,0,1,1,0,0,0,0,0,0,0,0,27,26,11,15,0,1,9,14,2,8,0,8,10,8,5,7,5,2,3,1,3,0,14,1,7,0,0,3,26,0,0
2010,Nordeste,2,Bahia,BA,29,Cachoeira,2904902,0,Metropolitana de Salvador,5,Santo Antônio de Jesus,20,3,5,INSTITUIÇÃO ADVENTISTA NORDESTE BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA SOCIAL (IANDBEAS),2794,1206,FACULDADE ADVENTISTA DE FISIOTERAPIA,FAFIS,Br 101 Km 197,S/N,Iaene,Capoeiruçu,44300000,46,0,1,0,0,4,7,15,11,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,28,28,15,13,0,0,15,12,1,7,4,3,9,12,1,8,12,1,4,1,1,0,17,3,4,0,0,2,27,1,0
2010,Centro-Oeste,5,Goiás,GO,52,Anápolis,5201108,0,Centro Goiano,3,Anápolis,7,1,2,UNIVERSIDADE ESTADUAL DE GOIÁS,42,47,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,BR 153,S/N,KM 98 (Campus),Zona Rural,75000000,1487,0,0,305,215,423,206,145,67,81,34,4,3,2,2,1,1,0,0,0,0,0,0,0,0,2659,2521,1398,1123,0,299,1369,667,186,567,73,494,1744,210,400,555,481,360,281,207,139,98,122,9,70,0,1,2211,2518,3,0
2010,Norte,1,Rondônia,RO,11,Porto Velho,1100205,1,Madeira-Guaporé,1,Porto Velho,1,3,5,"SOCIEDADE MANTENEDORA DE PESQ. EDUC. ASSIST. COMUN. E CULTURA ""MARIA COELHO AGUI",757,1087,FACULDADES INTEGRADAS APARÍCIO CARVALHO,FIMCA,Rua Araras,241,,Jardim Eldorado,78912640,137,8,8,15,4,51,21,14,11,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,245,245,128,117,0,0,139,86,20,43,0,43,202,0,45,61,49,35,25,16,9,5,131,11,69,6,0,24,244,1,0
2010,Sudeste,3,Minas Gerais,MG,31,Belo Horizonte,3106200,1,Metropolitana de Belo Horizonte,7,Belo Horizonte,30,1,1,MINISTÉRIO DA EDUCAÇÃO,391,575,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Avenida Antonio Carlos,6627,,Pampulha,31270901,4320,54,166,78,116,994,686,611,298,768,282,132,71,40,24,1,1,0,0,0,0,0,0,0,0,2679,2581,1099,1482,0,24,63,327,2167,2350,2248,102,231,0,33,170,282,374,520,443,451,308,23,0,6,1,0,21,2534,47,0
2010,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,Metropolitana de Recife,5,Recife,17,3,5,ASSOCIAÇÃO EDUCACIONAL BOA VIAGEM,839,1255,FACULDADE BOA VIAGEM,FBV,Avenida Jean Emile Favre,422,,Imbiribeira,51190540,124,4,7,1,3,29,28,29,15,2,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,387,298,123,175,0,0,71,203,24,103,0,103,102,93,31,74,56,47,33,15,19,23,168,5,64,2,1,56,298,0,3
2010,Sudeste,3,São Paulo,SP,35,Jundiaí,3525904,0,Macro Metropolitana Paulista,12,Jundiaí,47,3,3,PREFEITURA MUNICIPAL DE JUNDIAÍ,74,94,ESCOLA SUPERIOR DE EDUCAÇÃO FÍSICA DE JUNDIAÍ,ESEFJ,Rua Rodrigo Soares de Oliveira,S/N,,ANHANGABAU,13208120,28,1,1,1,0,5,9,7,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,21,8,13,0,0,3,9,9,0,0,0,21,0,0,0,1,4,8,3,3,2,14,0,2,0,0,0,20,1,0
2010,Sudeste,3,São Paulo,SP,35,Jaboticabal,3524303,0,Ribeirão Preto,2,Jaboticabal,13,3,5,ASSOCIAÇÃO JABOTICABALENSE DE EDUCAÇÃO E CULTURA,358,517,FACULDADE DE EDUCAÇÃO SÃO LUÍS,FESL,Rua Floriano Peixoto,839/873,,Centro,14870370,94,0,1,0,0,7,4,53,13,6,6,2,2,0,0,0,1,0,0,0,0,0,0,0,0,182,181,92,89,0,0,86,76,19,0,0,0,19,162,34,54,33,17,15,12,9,7,159,1,6,2,0,10,180,1,2
2010,Nordeste,2,Ceará,CE,23,Sobral,2312908,0,Noroeste Cearense,1,Sobral,5,1,2,GECE - UNIVERSIDADE ESTADUAL VALE DO ACARAÚ,75,95,UNIVERSIDADE ESTADUAL DO VALE DO ACARAÚ,UVA,AVENIDA DA UNIVERSIDADE,850,,BETÁNIA,62040370,119,6,8,5,5,12,10,29,13,17,12,0,2,0,0,1,1,0,0,0,0,0,0,0,0,519,479,192,287,0,153,128,144,54,330,228,102,23,126,72,65,74,70,75,42,32,49,140,24,101,15,6,193,479,0,4
2010,Sudeste,3,Rio de Janeiro,RJ,33,Rio de Janeiro,3304557,1,Metropolitana do Rio de Janeiro,6,Rio de Janeiro,18,1,1,MINISTÉRIO DA EDUCAÇÃO,391,586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Avenida Brigadeiro Trompowsky,s/n,Cidade Universitária,Ilha do Fundão,21941590,9071,221,599,309,560,1615,1485,1774,962,693,317,237,195,46,58,1,1,0,0,0,0,0,0,0,0,3905,3905,1733,2172,0,261,56,676,2912,3384,3014,370,521,0,147,280,380,451,658,622,591,776,897,14,73,4,1,2758,3795,110,6
2010,Sudeste,3,Rio de Janeiro,RJ,33,Campos dos Goytacazes,3301009,0,Norte Fluminense,2,Campos dos Goytacazes,3,1,2,GOVERNO DO ESTADO DO RIO DE JANEIRO,728,1027,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,UENF,Avenida Alberto Lamego,2000,,Parque Califórnia,28013602,525,2,28,5,41,96,153,85,50,15,9,19,15,3,4,1,0,0,0,0,0,0,0,0,0,293,264,83,181,0,0,0,0,264,264,264,0,0,0,1,13,32,51,68,44,21,34,5,1,0,0,0,3,225,39,0
2010,Centro-Oeste,5,Goiás,GO,52,Cristalina,5206206,0,Leste Goiano,4,Entorno de Brasília,12,3,4,SOCIEDADE CENTRAL DE ENSINO SUPERIOR,1118,1696,FACULDADE CENTRAL DE CRISTALINA,FACEC,Rua Getúlio Vargas,1.478,,Centro,73850000,12,0,0,2,1,4,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,38,22,16,0,0,34,4,0,5,4,1,4,29,10,8,3,8,3,3,3,0,18,1,16,0,0,3,38,0,0
2010,Sudeste,3,Espírito Santo,ES,32,Vila Velha,3205200,0,Central Espírito-santense,3,Vitória,9,3,5,FUNDAÇÃO NOVO MILENIO,870,1308,FACULDADE NOVO MILÊNIO,FNM,Avenida Santa Leopoldina,840,,Coqueiral de Itaparica,29102040,71,0,0,0,12,11,12,20,15,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,169,169,79,90,0,0,145,20,4,0,0,0,0,169,18,40,41,26,17,15,6,6,113,2,44,0,0,6,167,2,0
2010,Sudeste,3,São Paulo,SP,35,São Paulo,3550308,1,Metropolitana de São Paulo,15,São Paulo,61,2,5,INSTITUTO ADVENTISTA DE ENSINO,144,1365,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,UNASP,Estrada de Itapecerica,5859,,Jardim IAE,5858001,554,18,47,12,57,56,179,72,68,15,18,4,5,1,2,0,1,0,0,0,0,0,0,0,0,283,283,133,150,0,0,74,128,81,110,95,15,50,123,13,44,56,46,49,37,22,16,131,2,9,2,0,125,273,10,0
2010,Sudeste,3,Minas Gerais,MG,31,Alfenas,3101607,0,Sul/Sudoeste de Minas,10,Alfenas,49,1,1,UNIVERSIDADE FEDERAL DE ALFENAS - UNIFAL-MG,15031,595,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,RUA GABRIEL MONTEIRO DA SILVA,700,,CENTRO,37130000,242,0,1,0,2,24,34,26,17,77,50,6,4,1,0,1,0,0,0,0,0,0,0,0,0,349,337,160,177,0,3,4,102,228,329,321,8,8,0,19,85,77,61,35,37,16,7,221,2,12,7,0,31,331,6,4
2010,Sudeste,3,Minas Gerais,MG,31,Paracatu,3147006,0,Noroeste de Minas,1,Paracatu,2,3,4,CENTRO BRASILEIRO DE EDUCAÇÃO E CULTURA,452,682,FACULDADE DO NOROESTE DE MINAS,FINOM,"Rodovia MG 188, km 167. Fazendinha. Caixa Postal.",s/n,,Fazendinha,38600000,122,0,4,2,6,10,16,37,14,13,3,5,9,1,2,0,0,0,0,0,0,0,0,0,0,139,135,59,76,0,0,71,60,4,18,0,18,52,65,41,27,20,17,14,9,5,2,71,5,52,2,0,1,135,0,1
2010,Norte,1,Roraima,RR,14,Boa Vista,1400100,1,Norte de Roraima,1,Boa Vista,1,1,1,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA,541,789,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,Av. Capitão Ene Garcez,2413,,AEROPORTO,69304000,285,1,0,7,10,37,49,94,51,20,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,331,223,96,127,0,21,20,88,94,207,188,19,15,1,8,25,32,35,69,32,14,8,108,4,54,2,2,51,223,0,0
2010,Centro-Oeste,5,Mato Grosso do Sul,MS,50,Ponta Porã,5006606,0,Sudoeste de Mato Grosso do Sul,4,Dourados,10,3,5,CENTRO EDUCACIONAL DE PONTA PORÃ,665,940,FACULDADE DE CIÊNCIAS CONTÁBEIS DE PONTA PORÃ,FCCPP,Avenida Presidente Vargas,725,,Centro,79900000,11,0,1,1,0,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,6,8,0,0,9,5,0,1,0,1,4,9,4,1,5,1,1,1,0,1,6,1,1,0,0,1,14,0,0
