MASCARA,ANO,ORDEMORGACAD,NOMEORGACAD,CATEGADM,COD_DEP,CATADM,CATADMPARTSE,CATADMCOMUN,CATADMCONFESS,CATADMFILANT,CODMUNIC,MUNICIPIO,EH_CAPITAL,COD_UF,NOMEUF,SIGLA,REGIAO,NUMERODEIES,I0311,I0312,I0313,I0314,I0321,I0322,I0323,I0324,I0331,I0332,I0333,I0334,I0341,I0342,I0343,I0344,I0351,I0352,I0353,I0354,I0361,I0362,I0363,I0364,I0371,I0372,I0373,I0374,I0411,I0412,I0413,I0414,I0421,I0422,I0423,I0424,I0431,I0432,I0433,I0434,I0441,I0442,I0443,I0444,I0451,I0452,I0453,I0454,I0461,I0462,I0463,I0464,I0471,I0472,I0473,I0474,I0511,I0512,I0513,I0611,I07101,I07102,I07103,I07104,I07105,I07106,I07107,I07108,I07201,I07202,I07203,I07204,I07205,I07206,I07207,I07208,I07301,I07302,I07303,I07304,I07305,I07306,I07307,I07308,I07401,I07402,I07403,I07404,I07405,I07406,I07407,I07408,I07501,I07502,I07503,I07504,I07505,I07506,I07507,I07508,I0811,I0812,I0822,I0823,I0832,I0833,I0841,I0842,I0843,I0852,I0853,I0911,I0912,I0921,I0922,I0931,I0932,I0941,I0942,I0951,I0952,I1111,I1112,I1113,I1114,I1115,I1116,I1121,I1122,I1123,I1124,I1125,I1126,I1131,I1132,I1133,I1134,I1135,I1136,I1141,I1142,I1143,I1144,I1145,I1146,I1151,I1152,I1153,I1154,I1155,I1156,I1162,I1163,I1165,I1166,I1172,I1173,I1175,I1176,I1211,I1221,I1231,I1241,I1251,I1261,I1271,I1281,I13011,I13021,I13031,I13041,I13051,I13061,I13071,I13081,I13091,I13101,I13111,I13121,I13131,I0111,I0112,I14011,I14012,I14013,I14014,I14015,I14016,I14017,I14021,I14022,I14023,I14024,I14025,I14026,I14027,I14031,I14032,I14033,I14034,I14035,I14036,I14037,I14041,I14042,I14043,I14044,I14045,I14046,I14047,I14051,I14052,I14053,I14054,I14055,I14056,I14057,I14061,I14062,I14063,I14064,I14065,I14066,I14067,I14071,I14072,I14073,I14074,I14075,I14076,I14077,I14081,I14082,I14083,I14084,I14085,I14086,I14087,I14091,I14092,I14093,I14094,I14095,I14096,I14097,I14101,I14102,I14103,I14104,I14105,I14106,I14107,I14111,I14112,I14113,I14114,I14115,I14116,I14117,I14121,I14122,I14123,I14124,I14125,I14126,I14127,I14131,I14132,I14133,I14134,I14135,I14136,I14137,I14141,I14142,I14143,I14144,I14145,I14146,I14147,I14151,I14152,I14153,I14154,I14155,I14156,I14157,I14161,I14162,I14163,I14164,I14165,I14166,I14167,I0211,I0212,I0213,I0214,I1511,I1521,I1531,I1541,I1551,I1561,I1571,I1581,I1611,I1612,I1613,I1621,I1622,I1623,I1631,I1632,I1633,I1711,I1712,I1713,I1811,I1812,I1813
500,2000,1,Universidade,FEDERAL,1,FEDERAL,N,N,N,N,210100211300,SAO LUIS,S,21,Maranhao,MA,Nordeste,1,12.0,117.0,,,13.0,32.0,,,207.0,331.0,,,223.0,137.0,,,39.0,12.0,,,2.0,2.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,13.0,24.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,111.0,11.0,30.0,0.0,0.0,0.0,0.0,171.0,201.0,15.0,23.0,0.0,0.0,0.0,0.0,112.0,146.0,5.0,8.0,0.0,0.0,0.0,0.0,45.0,83.0,0.0,1.0,0.0,0.0,0.0,0.0,835.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,,,,,,,,,,,51.0,,,,,,82.0,23.0,,,,,1.0,78.0,3.0,,,,,,,,,,,,,,,,9.0,,,,,,19.0,,602843.0,,4668005.0,104277629.0,,,6066110.0,,55654608.0,35258722.0,2640441.0,250510.0,1766242.0,,81847.0,18997008.0,462575.0,2093584.0,1394087.0,,,1.0,11.0,1432.0,2519.0,71.0,226.0,0.0,9.0,0.0,1831.0,2698.0,110.0,132.0,0.0,4.0,0.0,1162.0,1994.0,52.0,110.0,0.0,5.0,0.0,2475.0,5817.0,191.0,210.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5415.0,14772.0,212.0,139.0,0.0,31.0,0.0,9536.0,21045.0,331.0,51.0,0.0,14.0,0.0,22837.0,72000.0,42.0,9.0,0.0,0.0,0.0,386.0,660.0,4.0,3.0,0.0,1.0,0.0,188.0,402.0,2.0,0.0,0.0,0.0,0.0,108.0,148.0,0.0,0.0,0.0,0.0,0.0,420.0,1455.0,17.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.0,3574.0,36.0,1.0,0.0,1.0,0.0,951.0,2949.0,44.0,0.0,0.0,1.0,0.0,1546.0,3133.0,7.0,0.0,0.0,0.0,0.0,242160.0,3479.0,1649.0,0.0,S,S,S,S,S,N,N,N,22.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,612.0,231.0,826.0,6968478.0,150901.0,11541.0
371,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,351506150308,SAO PAULO,S,35,São Paulo,SP,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,4.0,4.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476333.0,0.0,69600.0,0.0,18000.0,30000.0,0.0,20000.0,20000.0,50000.0,17000.0,0.0,0.0,1.0,0.0,35.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,38.0,0.0,0.0,0.0,0.0,0.0,100.0,202.0,12.0,0.0,0.0,0.0,0.0,16.0,30.0,0.0,0.0,0.0,0.0,0.0,41.0,63.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,44.0,0.0,0.0,0.0,0.0,0.0,186.0,306.0,17.0,0.0,48.0,0.0,0.0,16.0,32.0,0.0,0.0,25.0,0.0,0.0,2560.0,512.0,203.0,0.0,N,S,N,N,S,S,N,S,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,92.0,10.0,56.0,,,
199,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,110200600049,CACOAL,N,11,Rondonia,RO,Norte,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,4.0,8.0,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,3.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111626.0,536471.0,118125.0,,,,,14779.0,561334.0,,,43167.0,25659.0,7131.0,,27648.0,2141.0,14142.0,40689.0,,,1.0,,49.0,90.0,5.0,3.0,,,,11.0,21.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,135.0,9.0,2.0,28.0,,,607.0,729.0,65.0,3.0,4.0,,,685.0,819.0,23.0,4.0,4.0,,,70.0,128.0,8.0,5.0,,,,17.0,30.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,193.0,15.0,2.0,11.0,5.0,,867.0,1041.0,101.0,6.0,45.0,,,835.0,1170.0,40.0,7.0,9.0,,,3853.0,932.0,137.0,259.0,N,N,N,N,S,N,N,N,1.0,,,2.0,,,,,,26.0,6.0,32.0,,,
688,2000,4,Faculdade,PRIVADA,4,COMUN/CONFES/FILANT,N,N,N,S,351506150308,SAO PAULO,S,35,São Paulo,SP,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614366.0,10551.0,0.0,0.0,0.0,0.0,0.0,94222.0,573110.0,0.0,17993.0,0.0,0.0,1952.0,0.0,453913.0,1360.0,47812.0,40161.0,0.0,10646.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.0,801.0,10.0,7.0,3.0,10.0,,,,,,,,,,,,,,,,1998.0,3772.0,118.0,39.0,139.0,133.0,,,,,,,,,967.0,1989.0,7.0,20.0,7.0,2.0,,34693.0,14868.0,2731.0,,S,S,N,S,S,N,N,N,2.0,1.0,,,,,13.0,,,163.0,203.0,217.0,,,
585,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,320300905309,VITORIA,S,32,Espirito Santo,ES,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,280.0,601.0,28.0,5.0,0.0,0.0,0.0,51.0,108.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,46.0,34.0,12.0,10.0,S,S,N,N,S,N,N,N,,1.0,,,1.0,,,,,2.0,2.0,,,,
902,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,350201324303,JABOTICABAL,N,35,São Paulo,SP,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,13.0,8.0,7.0,6.0,1.0,1.0,4.0,6.0,12.0,7.0,6.0,7.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,93.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4522266.0,91677.0,,,,,,153681.0,2165485.0,,98132.0,,,224813.0,,1797309.0,62705.0,306193.0,,,,1.0,0.0,615.0,738.0,1.0,0.0,0.0,0.0,0.0,421.0,504.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,1917.0,0.0,0.0,0.0,0.0,0.0,2611.0,2912.0,6.0,0.0,0.0,0.0,0.0,5556.0,5918.0,7.0,0.0,0.0,0.0,0.0,890.0,978.0,2.0,1.0,0.0,0.0,0.0,636.0,715.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,730.0,6.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920.0,2293.0,7.0,1.0,0.0,0.0,0.0,2900.0,3156.0,10.0,0.0,36.0,28.0,0.0,6031.0,6314.0,12.0,1.0,42.0,0.0,0.0,2118.0,715.0,78.0,0.0,N,S,S,N,S,N,N,N,2.0,,,1.0,,,1.0,,,5.0,2.0,3.0,,,
60,2000,3,Faculdades Integradas,PRIVADA,4,COMUN/CONFES/FILANT,N,N,S,N,310703006200,BELO HORIZONTE,S,31,Minas Gerais,MG,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,11.0,,,4.0,2.0,,,15.0,11.0,,,17.0,7.0,,,3.0,1.0,,,,4.0,,,,1.0,,,0.0,1.0,0.0,,,,,,,,,,,,,,1.0,3.0,6.0,26.0,,,,,2.0,5.0,23.0,32.0,,,,,6.0,5.0,22.0,26.0,,,,,1.0,1.0,5.0,5.0,,,,,,,,,,,,169.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,2.0,,,,1.0,,,,,,12901478.0,234055.0,,,,,,487661.0,7377691.0,,135185.0,,,35869.0,,5707139.0,60188.0,194290.0,90363.0,,,1.0,1.0,1314.0,2180.0,10.0,0.0,32.0,0.0,0.0,868.0,1385.0,13.0,0.0,120.0,3.0,0.0,1083.0,1650.0,14.0,0.0,27.0,2.0,0.0,821.0,1461.0,25.0,0.0,55.0,5.0,0.0,56.0,64.0,1.0,0.0,1.0,0.0,0.0,4968.0,8981.0,53.0,0.0,12.0,0.0,0.0,1434.0,1790.0,84.0,0.0,125.0,9.0,0.0,6431.0,9353.0,45.0,19.0,321.0,43.0,0.0,1529.0,2410.0,15.0,0.0,32.0,3.0,0.0,988.0,1513.0,7.0,0.0,120.0,6.0,0.0,1170.0,1880.0,9.0,0.0,32.0,5.0,0.0,983.0,1672.0,23.0,0.0,57.0,8.0,0.0,56.0,64.0,0.0,0.0,1.0,0.0,0.0,5197.0,7081.0,20.0,0.0,12.0,5.0,0.0,1565.0,1919.0,35.0,0.0,5.0,11.0,0.0,6769.0,9944.0,41.0,19.0,338.0,47.0,0.0,18341.0,1383.0,1216.0,1681.0,S,S,S,S,S,S,N,N,1.0,1.0,0.0,8.0,3.0,0.0,,,,63.0,92.0,155.0,,,
329,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,351506150308,SAO PAULO,S,35,São Paulo,SP,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473634.0,0.0,0.0,0.0,0.0,57050.0,0.0,15134.0,52327.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,229.0,3.0,0.0,0.0,0.0,0.0,359.0,409.0,4.0,0.0,0.0,0.0,0.0,439.0,617.0,4.0,15.0,94.0,0.0,0.0,5.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,375.0,7.0,0.0,0.0,0.0,0.0,634.0,924.0,11.0,0.0,0.0,0.0,0.0,835.0,1337.0,9.0,27.0,183.0,0.0,0.0,3650.0,1069.0,237.0,58.0,N,S,N,S,N,S,S,S,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,6.0,13.0,,,
97,2000,3,Faculdades Integradas,PRIVADA,4,COMUN/CONFES/FILANT,N,N,N,S,311206536702,JUIZ DE FORA,N,31,Minas Gerais,MG,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,3.0,10.0,,,16.0,7.0,,,6.0,3.0,,,4.0,2.0,,,1.0,1.0,,,2.0,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,6.0,0.0,0.0,7.0,1.0,17.0,20.0,32.0,31.0,0.0,1.0,2.0,0.0,9.0,5.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,,,,,,,,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5538083.0,350946.0,506797.0,,,,,,3352281.0,,84701.0,,,27130.0,,1159259.0,52875.0,65316.0,63140.0,,1591124.0,1.0,,68.0,72.0,23.0,1.0,21.0,48.0,,200.0,324.0,7.0,1.0,16.0,,,854.0,1737.0,2.0,,9.0,,,2181.0,3226.0,12.0,,41.0,,,4206.0,7989.0,2.0,,8.0,,,2113.0,3535.0,93.0,2.0,56.0,,,125.0,153.0,50.0,,37.0,,,10791.0,18016.0,30.0,,52.0,,,6.0,6.0,28.0,1.0,27.0,106.0,,19.0,30.0,9.0,1.0,22.0,,,80.0,163.0,3.0,,12.0,,,205.0,303.0,15.0,,51.0,,,395.0,759.0,2.0,,12.0,,,199.0,332.0,102.0,2.0,68.0,,,12.0,14.0,58.0,,48.0,,,1014.0,1693.0,38.0,,59.0,,,64621.0,2584.0,1976.0,6844.0,S,N,N,N,S,N,N,N,1.0,,,2.0,,,5.0,5.0,,106.0,46.0,91.0,,,
313,2000,4,Faculdade,ESTADUAL,2,ESTADUAL,N,N,N,N,410301001408,APUCARANA,N,41,Paraná,PR,Sul,1,1.0,6.0,,,6.0,3.0,,,2.0,1.0,,,2.0,2.0,,,8.0,2.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,32.0,0.0,0.0,6.0,18.0,2.0,10.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,246458.0,,,,1546377.0,,,47051.0,1499185.0,0.0,0.0,0.0,0.0,0.0,0.0,311507.0,9044.0,20150.0,0.0,0.0,0.0,1.0,0.0,1650.0,2550.0,2600.0,1100.0,3.0,,,550.0,650.0,2200.0,850.0,,,,300.0,410.0,2700.0,550.0,,,,150.0,190.0,3500.0,600.0,,,,490.0,580.0,2800.0,1420.0,134.0,,,6700.0,10100.0,3100.0,800.0,,,,2100.0,3031.0,2900.0,850.0,,,,850.0,1000.0,971.0,730.0,,,,60.0,95.0,115.0,,2.0,,,12.0,18.0,70.0,,,,,20.0,25.0,35.0,,,,,15.0,20.0,45.0,,,,,25.0,30.0,60.0,,,,,107.0,231.0,202.0,7.0,137.0,,,28.0,35.0,55.0,,,,,25.0,27.0,45.0,,,,,46000.0,1700.0,1200.0,2405.0,S,N,N,N,S,,,S,1.0,,,1.0,,,3.0,,,36.0,16.0,41.0,,,
975,2000,3,Faculdades Integradas,PRIVADA,4,COMUN/CONFES/FILANT,N,N,N,S,350201505906,BATATAIS,N,35,São Paulo,SP,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,15.0,0.0,0.0,10.0,45.0,0.0,0.0,38.0,31.0,0.0,0.0,32.0,35.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,3.0,11.0,12.0,8.0,4.0,3.0,4.0,5.0,7.0,23.0,7.0,1.0,3.0,8.0,4.0,6.0,21.0,24.0,4.0,4.0,2.0,5.0,2.0,2.0,3.0,9.0,,,,,,,,,,,,192.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5581532.0,46200.0,0.0,0.0,0.0,0.0,17011.0,0.0,2574586.0,4048.0,61072.0,238482.0,352828.0,385478.0,20554.0,891862.0,232395.0,158886.0,619589.0,30832.0,74131.0,3.0,1.0,3722.0,5832.0,19.0,6.0,6.0,33.0,0.0,308.0,430.0,0.0,0.0,0.0,0.0,0.0,37.0,46.0,1.0,4.0,0.0,0.0,0.0,2355.0,4402.0,20.0,1.0,0.0,0.0,0.0,43.0,49.0,0.0,0.0,0.0,0.0,0.0,5797.0,11439.0,53.0,1.0,52.0,2.0,0.0,13712.0,19556.0,23.0,0.0,7.0,2.0,0.0,13385.0,18952.0,6.0,3.0,4.0,4.0,0.0,6709.0,8490.0,82.0,4.0,25.0,53.0,0.0,2331.0,2877.0,0.0,1.0,14.0,2.0,0.0,346.0,399.0,3.0,4.0,0.0,0.0,0.0,2405.0,4738.0,58.0,10.0,103.0,4.0,0.0,384.0,391.0,0.0,0.0,0.0,0.0,0.0,13207.0,19592.0,84.0,2.0,163.0,9.0,0.0,21892.0,25172.0,72.0,9.0,51.0,15.0,0.0,18805.0,23218.0,24.0,3.0,22.0,6.0,0.0,54454.0,2472.0,228.0,227.0,S,S,S,S,S,S,S,S,3.0,0.0,0.0,6.0,2.0,0.0,4.0,2.0,0.0,263.0,81.0,337.0,,,
300,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,320300905002,SERRA,N,32,Espirito Santo,ES,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,2.0,1.0,,,,2.0,1.0,4.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477000.0,30000.0,0.0,,,,,,260000.0,0.0,20000.0,0.0,0.0,30000.0,0.0,10000.0,82000.0,40000.0,65000.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,149.0,,,,,,9.0,13.0,,,,,,2.0,2.0,,,,,,29.0,37.0,,,,,,11.0,19.0,,,,,,568.0,1011.0,278.0,,17.0,1.0,,1504.0,2170.0,100.0,,,,,358.0,517.0,,,,,,744.0,0.0,0.0,0.0,S,S,S,N,S,S,S,S,1.0,,,1.0,,,,,,29.0,4.0,31.0,,,
