MASCARA,ANO,ORDEMORGACAD,NOMEORGACAD,CATEGADM,COD_DEP,CATADM,CATADMPARTSE,CATADMCOMUN,CATADMCONFESS,CATADMFILANT,CODMUNIC,MUNICIPIO,EH_CAPITAL,COD_UF,NOMEUF,SIGLA,REGIAO,NUMERODEIES,I0311,I0312,I0313,I0314,I0321,I0322,I0323,I0324,I0331,I0332,I0333,I0334,I0341,I0342,I0343,I0344,I0351,I0352,I0353,I0354,I0361,I0362,I0363,I0364,I0371,I0372,I0373,I0374,I0411,I0412,I0413,I0414,I0421,I0422,I0423,I0424,I0431,I0432,I0433,I0434,I0441,I0442,I0443,I0444,I0451,I0452,I0453,I0454,I0461,I0462,I0463,I0464,I0471,I0472,I0473,I0474,I0511,I0512,I0513,I0611,I07101,I07102,I07103,I07104,I07105,I07106,I07107,I07108,I07201,I07202,I07203,I07204,I07205,I07206,I07207,I07208,I07301,I07302,I07303,I07304,I07305,I07306,I07307,I07308,I07401,I07402,I07403,I07404,I07405,I07406,I07407,I07408,I07501,I07502,I07503,I07504,I07505,I07506,I07507,I07508,I0811,I0812,I0822,I0823,I0832,I0833,I0841,I0842,I0843,I0852,I0853,I0911,I0912,I0921,I0922,I0931,I0932,I0941,I0942,I0951,I0952,I1111,I1112,I1113,I1114,I1115,I1116,I1121,I1122,I1123,I1124,I1125,I1126,I1131,I1132,I1133,I1134,I1135,I1136,I1141,I1142,I1143,I1144,I1145,I1146,I1151,I1152,I1153,I1154,I1155,I1156,I1162,I1163,I1165,I1166,I1172,I1173,I1175,I1176,I1211,I1221,I1231,I1241,I1251,I1261,I1271,I1281,I13011,I13021,I13031,I13041,I13051,I13061,I13071,I13081,I13091,I13101,I13111,I13121,I13131,I0111,I0112,I14011,I14012,I14013,I14014,I14015,I14016,I14017,I14021,I14022,I14023,I14024,I14025,I14026,I14027,I14031,I14032,I14033,I14034,I14035,I14036,I14037,I14041,I14042,I14043,I14044,I14045,I14046,I14047,I14051,I14052,I14053,I14054,I14055,I14056,I14057,I14061,I14062,I14063,I14064,I14065,I14066,I14067,I14071,I14072,I14073,I14074,I14075,I14076,I14077,I14081,I14082,I14083,I14084,I14085,I14086,I14087,I14091,I14092,I14093,I14094,I14095,I14096,I14097,I14101,I14102,I14103,I14104,I14105,I14106,I14107,I14111,I14112,I14113,I14114,I14115,I14116,I14117,I14121,I14122,I14123,I14124,I14125,I14126,I14127,I14131,I14132,I14133,I14134,I14135,I14136,I14137,I14141,I14142,I14143,I14144,I14145,I14146,I14147,I14151,I14152,I14153,I14154,I14155,I14156,I14157,I14161,I14162,I14163,I14164,I14165,I14166,I14167,I0211,I0212,I0213,I0214,I1511,I1521,I1531,I1541,I1551,I1561,I1571,I1581,I1611,I1612,I1613,I1621,I1622,I1623,I1631,I1632,I1633,I1711,I1712,I1713,I1811,I1812,I1813
812,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,350402006003,BAURU,N,35,São Paulo,SP,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,2.0,,,3.0,3.0,,,0.0,1.0,,,0.0,2.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,2.0,5.0,,,0.0,1.0,3.0,8.0,1.0,9.0,,,2.0,0.0,1.0,11.0,2.0,3.0,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,52.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,4163169.0,337790.0,6000.0,,,,,,2268764.0,,50504.0,,,1564.0,,373326.0,72000.0,284044.0,692803.0,,,0.0,3.0,533.0,733.0,0.0,0.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8526.0,9195.0,95.0,0.0,221.0,8.0,1.0,1873.0,2178.0,0.0,0.0,46.0,0.0,0.0,922.0,1001.0,0.0,0.0,108.0,115.0,0.0,42.0,51.0,0.0,0.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.0,813.0,104.0,3.0,68.0,11.0,3.0,80.0,84.0,0.0,0.0,18.0,0.0,0.0,66.0,67.0,0.0,0.0,90.0,142.0,0.0,42393.0,1014.0,1185.0,1353.0,S,S,S,,S,S,S,S,1.0,0.0,0.0,5.0,2.0,0.0,,,,180.0,24.0,204.0,,,
77,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,351506150308,SAO PAULO,S,35,São Paulo,SP,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,1536.0,18.0,0.0,0.0,0.0,0.0,433.0,752.0,2.0,0.0,0.0,0.0,0.0,277.0,321.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
637,2000,4,Faculdade,PRIVADA,4,COMUN/CONFES/FILANT,N,N,N,S,330601804557,RIO DE JANEIRO,S,33,Rio de Janeiro,RJ,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,20.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56579.0,0.0,0.0,0.0,0.0,3766.0,0.0,165524.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,27.0,4.0,0.0,0.0,0.0,0.0,123.0,369.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,14826.0,22133.0,1302.0,778.0,0.0,0.0,0.0,30.0,30.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,38.0,52.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1081.0,46.0,20.0,127.0,S,N,N,N,S,N,N,N,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,9.0,4.0,3.0,,,
974,2000,4,Faculdade,ESTADUAL,2,ESTADUAL,N,N,N,N,330601804557,RIO DE JANEIRO,S,33,Rio de Janeiro,RJ,Sudeste,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19954.0,0.0,0.0,0.0,0.0,0.0,3684688.0,0.0,0.0,0.0,0.0,0.0,0.0,791217.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,500.0,1500.0,,,,,,300.0,1000.0,,,,,,,,,,,,,500.0,1500.0,,,,,,200.0,1000.0,,,,,,4000.0,12000.0,,,,,,1000.0,3000.0,,,,,,5000.0,15000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,31.0,,,,,,25000.0,250.0,100.0,50.0,S,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,54.0,4.0,29.0,,,
939,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,230301604400,FORTALEZA,S,23,Ceara,CE,Nordeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,14.0,0.0,0.0,9.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,3.0,0.0,2.0,2.0,8.0,22.0,13.0,5.0,3.0,4.0,6.0,9.0,6.0,7.0,13.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,114.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715306.0,0.0,0.0,0.0,0.0,70247.0,0.0,302457.0,98494.0,615609.0,0.0,0.0,0.0,1.0,0.0,656.0,1312.0,21.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,924.0,0.0,0.0,0.0,0.0,0.0,43.0,86.0,6.0,0.0,42.0,0.0,0.0,39.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848.0,2544.0,0.0,0.0,0.0,0.0,0.0,73.0,219.0,22.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,1902.0,83.0,0.0,0.0,0.0,0.0,455.0,2265.0,3.0,0.0,42.0,0.0,0.0,165.0,495.0,0.0,0.0,0.0,0.0,0.0,977.0,87.0,52.0,0.0,S,S,N,N,S,S,N,N,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,174.0,48.0,222.0,,,
900,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,351506150308,SAO PAULO,S,35,São Paulo,SP,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,10.0,0.0,0.0,16.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394136.0,0.0,0.0,0.0,0.0,0.0,0.0,14404.0,248594.0,0.0,0.0,0.0,0.0,100350.0,0.0,431750.0,45603.0,0.0,6080.0,0.0,0.0,1.0,0.0,56.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,90.0,0.0,0.0,0.0,0.0,0.0,87.0,294.0,104.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,4591.0,0.0,0.0,0.0,0.0,0.0,15.0,62.0,104.0,2.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,8600.0,185.0,110.0,0.0,S,S,S,S,S,S,S,S,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,57.0,93.0,117.0,,,
281,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,500200307406,RIO VERDE DE MATO GROSSO,N,50,Mato Grosso do Sul,MS,Centro-Oeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,0.0,0.0,,,2.0,1.0,,,2.0,1.0,,,2.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183378.0,8209.0,0.0,0.0,0.0,0.0,0.0,270.0,115670.0,0.0,2620.0,0.0,260.0,1360.0,0.0,11725.0,11747.0,6750.0,41725.0,0.0,0.0,1.0,0.0,196.0,285.0,19.0,3.0,38.0,0.0,0.0,31.0,42.0,6.0,0.0,3.0,1.0,0.0,19.0,25.0,5.0,0.0,0.0,0.0,0.0,43.0,57.0,10.0,0.0,0.0,0.0,1.0,32.0,36.0,20.0,0.0,1.0,0.0,0.0,845.0,2728.0,37.0,4.0,89.0,20.0,1.0,1012.0,2347.0,26.0,4.0,45.0,1.0,0.0,265.0,620.0,30.0,2.0,0.0,0.0,0.0,2004.0,2570.0,21.0,3.0,7.0,1.0,0.0,262.0,474.0,6.0,0.0,1.0,0.0,1.0,336.0,482.0,5.0,0.0,1.0,0.0,0.0,43.0,45.0,10.0,0.0,0.0,0.0,1.0,32.0,38.0,20.0,0.0,0.0,0.0,1.0,945.0,4343.0,43.0,4.0,28.0,12.0,2.0,2755.0,4288.0,26.0,4.0,16.0,3.0,0.0,648.0,883.0,30.0,2.0,0.0,0.0,0.0,3454.0,246.0,151.0,313.0,S,S,N,S,S,N,N,N,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,46.0,13.0,18.0,,,
884,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,260401315300,TIMBAUBA,N,26,Pernambuco,PE,Nordeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189719.0,5859.0,0.0,0.0,0.0,0.0,0.0,13000.0,82657.0,0.0,7120.0,0.0,0.0,0.0,0.0,66152.0,6810.0,18687.0,4000.0,0.0,2955.0,1.0,0.0,178.0,194.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,303.0,327.0,9.0,253.0,2.0,0.0,0.0,106.0,113.0,2.0,56.0,0.0,0.0,0.0,179.0,184.0,0.0,0.0,0.0,0.0,0.0,467.0,495.0,22.0,251.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,998.0,1068.0,44.0,168.0,12.0,0.0,0.0,270.0,276.0,9.0,31.0,2.0,0.0,0.0,143.0,144.0,0.0,0.0,0.0,0.0,0.0,2150.0,119.0,38.0,0.0,S,S,N,N,S,N,N,N,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,25.0,9.0,2.0,,,
762,2000,1,Universidade,PRIVADA,4,COMUN/CONFES/FILANT,N,N,N,S,351506150308,SAO PAULO,S,35,São Paulo,SP,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,86.0,0.0,0.0,35.0,108.0,0.0,0.0,109.0,189.0,0.0,0.0,76.0,91.0,0.0,0.0,7.0,9.0,0.0,0.0,6.0,17.0,0.0,0.0,22.0,41.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,47.0,16.0,63.0,29.0,90.0,3.0,33.0,9.0,23.0,1.0,11.0,3.0,20.0,1.0,5.0,56.0,55.0,33.0,38.0,40.0,65.0,5.0,12.0,30.0,42.0,15.0,17.0,18.0,17.0,6.0,13.0,,,,,,,,,,,,830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68530114.0,0.0,0.0,0.0,0.0,0.0,3409732.0,0.0,47848535.0,0.0,8041693.0,0.0,0.0,1308040.0,0.0,8028075.0,1290543.0,5029456.0,393504.0,0.0,0.0,1.0,7.0,2455.0,7859.0,71.0,25.0,0.0,0.0,0.0,553.0,1037.0,8.0,2.0,0.0,0.0,0.0,3405.0,10015.0,116.0,30.0,0.0,0.0,0.0,977.0,3458.0,14.0,13.0,0.0,0.0,0.0,179.0,628.0,4.0,2.0,0.0,0.0,0.0,781.0,1913.0,20.0,9.0,0.0,0.0,0.0,20082.0,36300.0,643.0,157.0,0.0,0.0,0.0,8063.0,15425.0,168.0,90.0,0.0,0.0,0.0,3920.0,8813.0,79.0,35.0,0.0,4.0,1.0,723.0,1315.0,12.0,7.0,0.0,8.0,0.0,5113.0,11398.0,211.0,42.0,0.0,8.0,1.0,1520.0,4437.0,19.0,15.0,0.0,4.0,1.0,359.0,698.0,6.0,3.0,0.0,8.0,1.0,1181.0,2412.0,28.0,12.0,0.0,0.0,0.0,21064.0,38172.0,781.0,211.0,0.0,0.0,0.0,9090.0,16703.0,207.0,108.0,0.0,0.0,0.0,96400.0,76368.0,42624.0,50080.0,S,S,S,S,S,N,S,S,9.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,1100.0,600.0,1650.0,,,
320,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,290100103201,BARREIRAS,N,29,Bahia,BA,Nordeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50471.0,290.0,63.0,0.0,0.0,0.0,0.0,17.0,21180.0,0.0,1040.0,0.0,0.0,1995.0,0.0,15090.0,896.0,1367.0,43.0,0.0,0.0,1.0,0.0,45.0,209.0,2.0,0.0,0.0,0.0,0.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,27.0,108.0,3.0,0.0,0.0,0.0,0.0,28.0,106.0,3.0,0.0,14.0,0.0,0.0,17.0,87.0,4.0,0.0,10.0,0.0,0.0,18.0,53.0,3.0,0.0,0.0,0.0,0.0,68.0,205.0,3.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,45.0,187.0,5.0,0.0,0.0,0.0,0.0,31.0,102.0,3.0,0.0,0.0,0.0,0.0,42.0,164.0,5.0,0.0,0.0,0.0,0.0,36.0,127.0,4.0,0.0,0.0,0.0,0.0,359.0,96.0,4.0,13.0,S,S,S,N,S,N,N,N,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,11.0,15.0,,,
