id,titulo
85c3b34b-ba3d-4dc9-9b24-050b8d9d0673,Bolsa Família - Benefícios Básicos e Variáveis
f63dd0f4-fa56-45ec-811b-4509e6b54643,Bolsa Família - Pagamentos
aa571e82-8b68-4565-af93-3fb2b5b6af34,Bolsa Família - Saques
251b0581-77ee-467a-bc0b-38cba533efdd,Bolsa Formação
6092bcab-38cd-447e-91cc-e93291b1b7e0,Bolsa Remunerada
1fb54cd3-3da5-4629-a1f9-e3077cf3bec8,Bolsa Transporte
ab952141-72b9-417e-9f80-acf0a56fe0f6,Bolsas Acadêmicas
1da99a7e-b81d-4535-a98d-c7f1c01b0323,Bolsas BIC Júnior
25459af4-5d26-4216-9003-6c8816389351,Bolsas de Ações de Extensão
7bf65f54-8c4f-4083-8ae9-67748ad5289b,Bolsas de Ensino
13b966fc-1326-4f0a-a837-bb3c67507a1e,Bolsas de mestrado
7ea7e9e6-3dd1-4b64-ba34-36510365c019,Bolsas e Auxílios Pagos
3a4a82fe-bdc0-4a6f-8d81-924b93a5d91b,Bolsas e Auxílios: Pesquisa
98eee85e-2255-4f3b-a62d-5c55bed803e8,Bolsistas
4dbc6371-c024-445a-aaf0-9bca9050d8fc,"Bolsistas - Assistência, Extensão, Pesquisa e Ensino da UFMS"
07ec122d-c3fe-455c-ab3b-c610bd40146e,Bolsistas PIBIC-EM
92b771bb-50b4-48fe-bbc5-58ef9536dedb,Bolsistas PROEXC - UFU
c2797505-0f6a-4d47-8d1f-c2af3ee6c7ac,Bolsistas de Apoio Técnico ao Desenvolvimento Institucional
b5cc2514-b14d-454f-8b20-771f7d1b622d,Bolsistas de Extensão
43ee041a-7a70-45f9-845d-3e1ef2739451,Bolsistas de Iniciação Científica
4e0365c8-4a23-4b35-80cf-50b24096c2b6,Bolsistas de Iniciação Científica
699eecdf-ceab-49ce-8dff-bc395575a9d4,Bolsistas do Programa Institucional de Bolsas de Iniciação Científica - PIBIC/IBICT
d8e7ef59-c719-4543-a164-4e244d356b98,Bolsistas e voluntários de Desenvolvimento Tecnológico e Inovação
29760e68-d1f4-4639-8aad-66debc5852d1,Bolsistas e voluntários de iniciação científica
01e27838-783b-4e03-b4c3-cb02564829b0,Bolsistas e voluntários de iniciação à docência
